MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
30,5,47.0,4608,1,1,3,3,2,0,0,17,0,2,0,2,4,6,1945,1950,1,1,8,8,2,0.0,2,3,1,3,3,1,1,0.0,1,0.0,747.0,747.0,1,2,1,5,747,0,0,747,0.0,0.0,1,0,2,1,2,4,7,0,0,1,1945,1,1.0,220.0,3,3,2,0,0,0,0,0,0,0,0,1,0,6,2010,9,4,80000
50,4,81.0,15593,1,1,3,3,2,0,0,4,2,2,0,0,7,4,1953,1953,1,1,3,0,2,0.0,3,2,1,3,3,1,4,603.0,1,0.0,701.0,1304.0,2,2,1,5,1304,983,0,2287,0.0,0.0,2,0,3,1,2,7,7,1,3,1,1953,3,2.0,667.0,3,3,2,0,21,114,0,0,0,0,0,1,0,7,2006,9,4,225000
20,4,95.0,13651,1,1,0,3,2,4,0,12,2,2,0,2,7,6,1973,1973,1,1,10,11,1,1115.0,2,3,1,2,3,4,5,1880.0,1,0.0,343.0,2223.0,1,5,1,5,2223,0,0,2223,1.0,0.0,2,0,3,1,2,8,7,2,4,1,1973,3,2.0,516.0,3,3,2,300,0,0,0,0,0,0,0,1,0,2,2007,9,4,244000
20,4,69.0,7599,1,1,3,3,2,0,0,11,2,2,0,2,4,6,1982,2006,1,1,6,11,2,0.0,2,2,1,3,3,1,5,565.0,1,0.0,280.0,845.0,1,2,1,5,845,0,0,845,1.0,0.0,1,0,2,1,2,4,7,0,0,5,1987,1,2.0,360.0,3,3,2,0,0,0,0,0,0,0,0,1,0,6,2007,9,4,129500
60,4,74.0,10141,1,1,0,3,2,0,0,8,2,2,0,5,7,5,1998,1998,1,1,13,14,1,40.0,2,2,2,2,3,1,1,0.0,1,0.0,832.0,832.0,1,3,1,5,885,833,0,1718,0.0,0.0,2,1,3,1,2,7,7,1,3,1,1998,3,2.0,427.0,3,3,2,0,94,0,0,291,0,0,0,1,0,12,2009,9,4,185000
20,4,85.0,10200,1,1,3,3,2,4,0,12,2,2,0,2,5,7,1954,2003,1,1,14,15,1,104.0,2,2,1,3,3,1,5,320.0,4,362.0,404.0,1086.0,1,3,1,5,1086,0,0,1086,1.0,0.0,1,0,3,1,2,6,7,0,0,1,1989,1,2.0,490.0,3,3,2,0,0,0,0,0,0,0,2,1,0,5,2010,9,4,144900
50,5,60.0,5790,1,1,3,3,2,0,0,17,2,2,0,5,3,6,1915,1950,2,1,13,14,2,0.0,3,3,1,1,3,1,1,0.0,1,0.0,840.0,840.0,1,3,0,5,840,765,0,1605,0.0,0.0,2,0,3,2,2,8,7,0,0,5,1915,1,1.0,379.0,3,3,2,0,0,202,0,0,0,0,0,1,0,5,2010,9,4,107400
180,5,21.0,1596,1,1,3,3,2,4,0,10,2,2,3,7,4,5,1973,1973,1,1,5,5,2,0.0,2,2,1,2,3,4,6,462.0,1,0.0,0.0,462.0,1,2,1,5,526,462,0,988,1.0,0.0,1,0,2,1,2,5,7,0,0,3,1973,1,1.0,297.0,3,3,2,120,101,0,0,0,0,0,2,1,0,11,2009,9,4,91000
20,4,0.0,8475,1,1,0,3,2,4,0,12,2,2,0,2,4,7,1956,1956,1,1,13,14,2,0.0,2,2,1,3,3,1,5,228.0,1,0.0,724.0,952.0,1,5,1,4,952,0,0,952,0.0,0.0,1,0,2,1,2,4,7,0,0,5,1956,1,1.0,283.0,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2008,9,4,135750
50,5,50.0,8635,1,1,3,3,2,4,0,3,2,2,0,0,5,5,1948,2001,1,1,14,15,2,0.0,2,2,1,3,3,1,4,336.0,6,41.0,295.0,672.0,1,2,1,5,1072,213,0,1285,1.0,0.0,1,0,2,1,2,6,6,0,0,5,1948,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,3,1,0,1,2008,9,4,127000
90,4,72.0,10778,1,1,3,3,2,4,0,19,2,2,2,2,4,5,1968,1968,3,1,6,6,2,0.0,2,2,1,3,3,1,1,0.0,1,0.0,1768.0,1768.0,1,2,0,5,1768,0,0,1768,0.0,0.0,2,0,4,2,2,8,7,0,0,6,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,2010,9,4,136500
50,5,60.0,10440,1,0,3,3,2,0,0,17,2,2,0,5,5,6,1910,1981,1,1,14,15,2,0.0,2,2,2,3,3,1,1,0.0,1,0.0,440.0,440.0,1,3,1,5,682,548,0,1230,0.0,0.0,1,1,2,1,2,5,7,0,0,5,1966,1,2.0,440.0,3,3,2,74,0,128,0,0,0,0,3,1,0,5,2009,9,4,110000
60,4,100.0,13000,1,1,3,3,2,0,0,12,2,2,0,5,6,6,1968,1968,1,1,13,14,1,576.0,2,3,1,2,3,1,3,448.0,1,0.0,448.0,896.0,1,2,1,5,1182,960,0,2142,0.0,0.0,2,1,4,1,3,8,7,1,4,1,1968,3,1.0,509.0,3,3,2,0,72,0,0,252,0,0,0,1,0,6,2009,9,4,193500
120,5,32.0,4500,1,1,3,3,2,2,0,11,2,2,4,2,6,5,1998,1998,3,1,13,14,1,443.0,2,3,2,4,4,1,6,1201.0,1,0.0,36.0,1237.0,1,5,1,5,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,7,0,0,1,1998,3,2.0,405.0,3,3,2,0,199,0,0,0,0,0,0,1,0,3,2006,9,4,153500
20,4,78.0,10206,1,1,3,3,2,4,0,21,2,2,0,2,8,5,2007,2007,1,1,13,14,3,468.0,2,2,2,2,3,1,6,33.0,1,0.0,1530.0,1563.0,1,5,1,5,1563,0,0,1563,0.0,0.0,2,0,3,1,3,6,7,1,4,1,2007,2,3.0,758.0,3,3,2,144,99,0,0,0,0,0,0,1,0,10,2008,9,4,245000
20,4,80.0,8892,1,1,0,3,2,4,0,12,2,2,0,2,5,5,1960,1960,1,1,8,8,0,66.0,2,2,1,3,3,1,1,0.0,1,0.0,1065.0,1065.0,1,3,1,5,1065,0,0,1065,0.0,0.0,1,1,3,1,2,6,7,0,0,5,1974,1,2.0,461.0,3,3,2,74,0,0,0,0,0,0,0,1,0,7,2007,0,4,126500
80,4,0.0,8530,1,1,0,3,2,4,0,8,2,2,0,7,7,5,1995,1996,1,1,6,6,1,22.0,2,2,2,2,3,1,1,0.0,1,0.0,384.0,384.0,1,3,1,5,804,670,0,1474,0.0,0.0,2,1,3,1,2,7,7,1,3,3,1995,3,2.0,400.0,3,3,2,120,72,0,0,0,0,0,0,3,700,5,2009,9,4,168500
60,4,121.0,16059,1,1,3,3,2,0,0,15,2,2,0,5,8,5,1991,1992,3,1,6,6,1,284.0,3,2,1,2,3,1,1,0.0,1,0.0,1288.0,1288.0,1,5,1,5,1301,1116,0,2417,0.0,0.0,2,1,4,1,3,9,7,1,3,1,1991,1,2.0,462.0,3,3,2,127,82,0,0,0,0,0,0,1,0,4,2006,9,4,260000
60,4,122.0,11911,1,1,1,3,2,4,0,8,2,2,0,5,6,5,2005,2005,1,1,13,14,2,0.0,3,2,2,2,3,3,1,0.0,1,0.0,684.0,684.0,1,5,1,5,684,876,0,1560,0.0,0.0,2,1,3,1,3,6,7,1,4,3,2005,3,2.0,400.0,3,3,2,100,38,0,0,0,0,0,0,1,0,3,2009,9,4,174000
160,1,40.0,3951,1,2,3,3,2,0,0,21,2,2,4,5,6,5,2009,2009,1,1,13,14,3,76.0,3,2,2,2,3,3,1,0.0,1,0.0,612.0,612.0,1,5,1,5,612,612,0,1224,0.0,0.0,2,1,2,1,3,4,7,0,0,5,2009,2,2.0,528.0,3,3,2,0,234,0,0,0,0,0,0,1,0,6,2009,6,5,164500
50,0,105.0,8470,1,1,0,3,2,0,0,9,1,1,0,0,3,2,1915,1982,3,1,10,11,2,0.0,1,1,1,3,2,1,1,0.0,1,0.0,1013.0,1013.0,1,2,0,5,1013,0,513,1526,0.0,0.0,1,0,2,1,1,6,7,0,0,6,0,0,0.0,0.0,0,0,0,0,0,156,0,0,0,0,3,1,0,10,2009,3,0,85000
20,4,60.0,8070,1,1,3,3,2,4,0,5,2,2,0,2,4,5,1994,1995,1,1,13,14,2,0.0,2,2,2,2,3,1,6,588.0,1,0.0,402.0,990.0,1,5,1,5,990,0,0,990,1.0,0.0,1,0,3,1,2,5,7,0,0,6,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,8,2007,9,4,123600
20,4,60.0,7200,1,1,3,3,2,4,0,12,2,2,0,2,4,5,1950,1950,1,1,3,15,2,0.0,2,2,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,2,1,4,1040,0,0,1040,0.0,0.0,1,0,2,1,2,4,7,0,0,5,1950,1,2.0,420.0,3,3,2,0,29,0,0,0,0,0,0,1,0,7,2006,9,4,109900
20,4,85.0,8500,1,1,3,3,2,4,0,12,2,2,0,2,5,3,1961,1961,3,1,6,6,0,203.0,2,2,1,3,3,1,3,600.0,1,0.0,635.0,1235.0,1,2,1,5,1235,0,0,1235,0.0,0.0,1,0,2,1,2,6,7,0,0,1,1961,1,2.0,480.0,3,3,2,0,0,0,0,0,0,0,2,1,0,12,2006,9,0,98600
30,4,80.0,13360,1,0,0,1,2,4,0,6,2,2,0,2,5,7,1921,2006,1,1,14,15,2,0.0,2,3,0,2,3,1,5,713.0,1,0.0,163.0,876.0,1,5,1,5,964,0,0,964,1.0,0.0,1,0,2,1,2,5,7,0,0,5,1921,1,2.0,432.0,3,3,2,0,0,44,0,0,0,0,0,1,0,8,2009,9,4,163500
190,0,60.0,7200,1,1,3,3,2,0,0,17,2,2,1,4,6,6,1910,1998,3,1,8,8,2,0.0,2,2,0,3,2,2,3,1046.0,1,0.0,168.0,1214.0,2,5,0,5,1260,1031,0,2291,0.0,1.0,2,0,4,2,2,9,7,1,4,5,1900,1,2.0,506.0,3,3,2,0,0,0,0,99,0,0,0,1,0,11,2007,9,4,133900
60,4,69.0,9337,1,1,0,3,2,4,0,5,2,2,0,5,6,5,1997,1997,1,1,13,14,2,0.0,2,3,2,2,3,1,6,648.0,1,0.0,176.0,824.0,1,5,1,5,905,881,0,1786,1.0,0.0,2,1,3,1,3,7,7,0,0,1,1997,2,2.0,684.0,3,3,2,0,162,0,0,0,0,0,0,1,0,5,2007,9,4,204750
60,4,0.0,9765,1,1,1,3,2,0,0,8,2,2,0,5,6,8,1993,1993,1,1,13,14,1,68.0,4,3,2,2,4,1,5,310.0,1,0.0,370.0,680.0,1,3,1,5,680,790,0,1470,0.0,0.0,2,1,3,1,2,6,7,1,3,3,1993,3,2.0,420.0,3,3,2,232,63,0,0,0,0,0,0,3,480,4,2009,9,4,185000
20,4,78.0,10264,1,1,0,3,2,4,0,5,2,2,0,2,7,5,1999,1999,1,1,13,14,1,183.0,3,2,2,2,3,3,5,1162.0,1,0.0,426.0,1588.0,1,5,1,5,1588,0,0,1588,0.0,0.0,2,0,3,1,3,6,7,0,0,1,1999,2,2.0,472.0,3,3,2,158,29,0,0,0,0,0,0,1,0,8,2006,9,4,214000
20,4,73.0,10921,1,1,3,1,2,4,0,7,2,2,0,2,4,5,1965,1965,3,1,6,6,1,48.0,2,2,1,3,3,1,3,520.0,1,0.0,440.0,960.0,1,2,1,3,960,0,0,960,1.0,0.0,1,0,3,1,2,6,7,0,0,1,1965,3,1.0,432.0,3,3,1,120,0,0,0,0,0,0,0,1,0,5,2007,9,4,94750
30,4,85.0,10625,1,1,3,3,2,0,0,7,2,2,0,2,5,5,1920,1950,1,1,14,15,2,0.0,2,2,0,3,3,1,5,108.0,1,0.0,350.0,458.0,1,4,0,5,835,0,0,835,0.0,0.0,1,0,2,1,2,5,7,0,0,2,1920,1,1.0,366.0,2,3,2,0,0,77,0,0,0,0,0,3,400,5,2010,0,0,83000
20,4,77.0,9320,1,1,0,3,2,4,0,12,2,2,0,2,4,5,1959,1959,1,1,10,11,2,0.0,2,2,1,3,3,1,5,569.0,1,0.0,381.0,950.0,1,4,1,5,1225,0,0,1225,1.0,0.0,1,1,3,1,2,6,7,0,0,6,0,0,0.0,0.0,0,0,2,352,0,0,0,0,0,0,0,3,400,1,2010,9,4,128950
20,4,0.0,10603,1,1,0,3,2,4,0,14,2,2,0,2,6,7,1977,2001,1,1,10,11,1,28.0,2,2,2,3,3,2,5,1200.0,1,0.0,410.0,1610.0,1,3,1,5,1610,0,0,1610,1.0,0.0,2,0,3,1,3,6,7,2,3,1,1977,2,2.0,480.0,3,3,2,168,68,0,0,0,0,0,0,1,0,2,2010,9,4,205000
60,4,77.0,9206,1,1,3,3,2,4,0,20,2,2,0,5,6,5,1985,1985,1,1,6,6,1,336.0,3,2,1,2,3,1,1,0.0,1,0.0,741.0,741.0,1,2,1,5,977,755,0,1732,0.0,0.0,2,1,3,1,3,7,7,1,3,1,1985,3,2.0,476.0,3,3,2,192,46,0,0,0,0,0,0,1,0,6,2010,9,4,178000
90,4,64.0,7018,1,1,3,0,2,4,0,20,2,2,2,2,5,5,1979,1979,1,1,6,6,2,0.0,2,1,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,2,1,5,1535,0,0,1535,0.0,0.0,2,0,4,2,2,8,7,0,0,1,1979,1,2.0,410.0,3,3,2,0,0,0,0,0,0,0,0,1,0,6,2009,9,2,118964
20,4,94.0,10402,1,1,0,3,2,0,0,5,2,2,0,2,7,5,2009,2009,1,1,13,14,2,0.0,2,2,2,2,3,1,1,0.0,1,0.0,1226.0,1226.0,1,5,1,5,1226,0,0,1226,0.0,0.0,2,0,3,1,3,6,7,0,0,1,2009,2,3.0,740.0,3,3,2,0,36,0,0,0,0,0,0,1,0,5,2010,9,4,198900
50,5,0.0,7758,1,1,3,3,2,0,0,9,2,2,0,0,7,4,1931,1950,1,1,12,13,1,600.0,2,1,2,3,3,1,2,224.0,1,0.0,816.0,1040.0,1,5,1,3,1226,592,0,1818,0.0,0.0,1,1,4,1,2,7,7,2,3,5,1951,1,1.0,240.0,3,3,2,0,0,0,0,184,0,0,0,1,0,6,2007,9,4,169500
60,1,75.0,9375,1,1,3,3,2,4,0,21,2,2,0,5,8,5,2003,2004,3,1,13,14,1,768.0,3,2,2,4,3,1,1,0.0,1,0.0,1053.0,1053.0,1,5,1,5,1053,939,0,1992,0.0,0.0,2,1,3,1,3,9,7,1,4,1,2003,2,2.0,648.0,3,3,2,140,45,0,0,0,0,0,0,1,0,8,2008,9,4,250000
30,5,60.0,10800,1,0,3,3,2,4,0,17,2,2,0,2,4,7,1885,1995,4,1,13,14,2,0.0,2,2,0,1,3,1,1,0.0,1,0.0,641.0,641.0,1,3,1,5,1047,0,0,1047,0.0,0.0,1,0,2,1,2,6,7,0,0,5,1954,1,1.0,273.0,2,2,0,0,0,0,0,0,0,0,0,3,450,8,2007,9,4,100000
20,5,50.0,6000,1,1,3,3,2,4,0,17,2,2,0,2,5,5,1948,1950,1,1,13,14,2,0.0,2,2,1,3,3,1,5,104.0,4,169.0,516.0,789.0,1,5,1,5,789,0,0,789,0.0,0.0,1,0,2,1,2,5,7,0,0,5,1948,1,1.0,250.0,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2008,9,5,115000
50,5,85.0,8500,1,1,3,3,2,0,0,9,0,2,0,0,5,7,1919,2005,1,1,5,5,2,0.0,2,2,1,3,3,1,1,0.0,1,0.0,793.0,793.0,2,2,0,3,997,520,0,1517,0.0,0.0,2,0,3,1,1,7,7,0,0,6,0,0,0.0,0.0,0,0,0,0,0,144,0,0,0,0,0,1,0,8,2007,9,4,115000
20,4,105.0,11751,1,1,0,3,2,4,0,14,2,2,0,2,6,6,1977,1977,3,1,10,11,1,480.0,2,2,1,2,3,1,4,705.0,1,0.0,1139.0,1844.0,1,5,1,5,1844,0,0,1844,0.0,0.0,2,0,3,1,2,7,7,1,3,1,1977,2,2.0,546.0,3,3,2,0,122,0,0,0,0,0,3,1,0,1,2010,0,4,190000
50,4,75.0,9525,1,1,3,3,2,4,0,7,2,2,0,0,6,4,1954,1972,1,1,14,15,2,0.0,2,2,1,3,2,1,3,444.0,1,0.0,550.0,994.0,1,3,1,5,1216,639,0,1855,0.0,0.0,2,0,4,1,2,7,7,0,0,1,1954,1,1.0,325.0,3,3,2,182,0,0,0,0,0,0,0,1,0,10,2006,9,4,136900
80,4,0.0,7750,1,1,0,3,2,4,0,8,2,2,0,7,7,5,2000,2000,1,1,13,14,2,0.0,2,2,2,2,3,1,6,250.0,1,0.0,134.0,384.0,1,5,1,5,774,656,0,1430,0.0,0.0,2,1,3,1,2,7,7,1,3,3,2000,3,2.0,400.0,3,3,2,180,0,0,0,0,0,0,0,1,0,4,2010,9,4,180000
60,4,77.0,9965,1,1,3,3,2,4,0,5,2,2,0,5,7,5,2007,2007,1,1,13,14,3,220.0,3,2,2,4,3,3,6,984.0,1,0.0,280.0,1264.0,1,5,1,5,1282,1414,0,2696,1.0,0.0,2,1,4,1,4,10,7,1,4,3,2007,3,3.0,792.0,3,3,2,120,184,0,0,168,0,0,0,1,0,10,2007,6,5,383970
20,4,0.0,21000,1,1,3,0,2,0,0,6,2,2,0,2,6,5,1953,1953,3,1,14,15,1,184.0,2,3,1,2,3,2,5,35.0,3,869.0,905.0,1809.0,1,2,1,5,2259,0,0,2259,1.0,0.0,2,0,3,1,3,7,7,2,4,2,1953,1,2.0,450.0,3,3,2,166,120,192,0,0,0,0,3,1,0,10,2007,0,0,217000
70,4,61.0,7259,1,1,0,3,2,4,1,6,2,2,0,5,6,8,1945,2002,2,1,14,15,2,0.0,2,2,1,3,3,1,5,774.0,2,150.0,104.0,1028.0,1,5,1,5,1436,884,0,2320,1.0,0.0,2,1,3,1,3,9,7,1,3,5,1945,1,1.0,180.0,3,3,2,224,0,0,0,0,0,0,3,1,0,7,2007,9,4,259500
160,1,34.0,3230,1,2,3,3,2,0,0,21,2,2,4,5,6,5,1999,1999,1,1,8,8,1,1129.0,2,2,2,2,3,1,6,419.0,1,0.0,310.0,729.0,1,3,1,5,729,729,0,1458,0.0,0.0,2,1,2,1,2,5,7,1,2,5,1999,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,1,0,6,2007,9,4,176000
20,4,0.0,11616,1,1,3,3,2,4,0,19,2,2,0,2,5,5,1962,1962,1,1,14,15,1,116.0,2,2,1,3,3,1,2,170.0,4,670.0,252.0,1092.0,1,2,1,5,1092,0,0,1092,0.0,1.0,1,0,3,1,2,6,7,1,1,1,1962,1,1.0,288.0,3,3,2,0,20,144,0,0,0,0,0,1,0,9,2009,9,4,139000
20,4,74.0,8536,1,1,3,3,2,0,0,7,2,2,0,2,5,5,2006,2007,1,1,13,14,2,0.0,2,2,2,2,3,1,1,0.0,1,0.0,1125.0,1125.0,1,3,1,5,1125,0,0,1125,0.0,0.0,1,1,2,1,2,5,7,0,0,1,2007,1,2.0,430.0,3,3,2,80,64,0,0,0,0,0,0,1,0,4,2007,6,5,155000
60,4,90.0,12376,1,1,3,3,2,0,0,20,2,2,0,5,7,5,1990,1990,3,1,10,11,2,0.0,2,2,2,2,3,2,6,1470.0,1,0.0,203.0,1673.0,1,3,1,5,1699,1523,0,3222,1.0,0.0,3,0,5,1,3,11,7,2,3,1,1990,1,3.0,594.0,3,3,2,367,0,0,0,0,0,0,0,1,0,5,2010,9,4,320000
60,4,65.0,8461,1,1,3,3,2,4,0,5,2,2,0,5,6,5,2005,2006,1,1,13,14,2,0.0,3,2,2,2,3,1,1,0.0,1,0.0,728.0,728.0,1,5,1,5,728,728,0,1456,0.0,0.0,2,1,3,1,3,8,7,1,4,1,2005,3,2.0,390.0,3,3,2,0,24,0,0,0,0,0,0,1,0,7,2006,6,5,163990
80,4,0.0,21453,1,1,0,2,2,1,2,4,2,2,0,7,6,5,1969,1969,0,3,10,11,2,0.0,2,2,1,3,3,4,5,938.0,1,0.0,0.0,938.0,1,5,1,5,988,0,0,988,1.0,0.0,1,0,1,1,2,4,7,2,3,1,1969,1,2.0,540.0,3,3,2,0,130,0,130,0,0,0,0,1,0,10,2006,9,4,180000
50,5,50.0,6060,1,1,3,3,2,4,0,9,2,2,0,0,4,5,1939,1950,1,1,0,0,2,0.0,2,2,2,3,3,1,1,0.0,1,0.0,732.0,732.0,1,3,1,5,772,351,0,1123,0.0,0.0,1,0,3,1,2,4,7,0,0,5,1979,1,1.0,264.0,3,3,1,0,0,140,0,0,0,0,3,1,0,6,2007,9,4,100000
20,4,75.0,9464,1,1,3,3,2,0,0,12,2,2,0,2,6,7,1958,1958,3,1,8,8,1,135.0,2,3,1,3,3,1,4,570.0,1,0.0,510.0,1080.0,1,3,1,5,1080,0,0,1080,0.0,0.0,1,0,3,1,2,5,7,0,0,1,1958,1,1.0,288.0,3,3,2,0,0,0,0,130,0,0,0,1,0,6,2008,9,4,136000
120,4,55.0,7892,1,1,3,3,2,4,0,20,2,2,4,2,6,5,1993,1993,1,1,10,11,2,0.0,3,2,2,2,3,1,6,300.0,1,0.0,899.0,1199.0,1,5,1,5,1199,0,0,1199,0.0,0.0,2,0,2,1,3,5,7,0,0,1,1993,2,2.0,530.0,3,3,2,0,63,0,0,0,0,0,0,1,0,3,2008,9,4,153900
20,4,48.0,17043,1,1,0,3,2,1,0,14,2,2,0,2,6,5,1979,1998,1,1,6,6,2,0.0,2,3,1,2,2,1,1,0.0,1,0.0,1362.0,1362.0,1,2,1,5,1586,0,0,1586,0.0,0.0,2,0,3,1,2,7,7,1,3,1,1979,1,2.0,435.0,3,3,2,192,0,0,0,0,0,0,0,1,0,1,2009,9,4,181000
190,5,60.0,6780,1,1,3,3,2,4,0,9,2,2,1,0,6,8,1935,1982,1,1,14,15,2,0.0,2,1,1,3,3,3,6,490.0,1,0.0,30.0,520.0,1,3,0,5,520,0,234,754,1.0,0.0,1,0,2,1,2,5,7,0,0,6,0,0,0.0,0.0,0,0,0,53,0,0,0,0,0,0,0,1,0,6,2006,9,4,84500
120,4,0.0,4928,1,1,0,3,2,4,0,13,2,2,4,2,6,5,1976,1976,1,1,10,11,2,0.0,2,2,1,2,3,1,5,120.0,1,0.0,958.0,1078.0,1,2,1,5,958,0,0,958,0.0,0.0,2,0,2,1,2,5,7,1,3,1,1977,2,2.0,440.0,3,3,2,0,205,0,0,0,0,0,0,1,0,2,2007,9,4,128000
45,5,55.0,4388,1,1,0,0,2,4,0,17,1,2,0,1,5,7,1930,1950,1,1,15,15,2,0.0,2,3,0,3,3,1,2,116.0,1,0.0,556.0,672.0,1,5,1,5,840,0,0,840,0.0,0.0,1,0,3,1,2,5,7,1,3,6,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2007,9,4,87000
60,4,69.0,7590,1,1,3,3,2,4,0,12,4,2,0,5,6,5,1966,1966,1,1,13,14,1,266.0,2,2,1,3,3,1,4,512.0,1,0.0,148.0,660.0,1,2,1,5,660,688,0,1348,0.0,0.0,1,1,3,1,2,6,7,1,2,1,1966,2,2.0,453.0,3,3,2,188,108,0,0,0,0,0,0,1,0,7,2006,9,4,155000
20,4,69.0,8973,1,1,3,3,2,4,0,12,2,2,0,2,5,7,1958,1991,1,1,10,11,1,85.0,2,2,1,3,3,1,3,567.0,4,28.0,413.0,1008.0,1,2,1,4,1053,0,0,1053,0.0,1.0,1,1,3,1,4,6,7,0,0,0,1998,2,2.0,750.0,3,3,2,0,80,0,180,0,0,0,1,1,0,7,2006,9,0,150000
60,4,88.0,14200,1,1,3,3,2,0,0,12,2,2,0,5,7,6,1966,1966,1,1,8,8,1,309.0,2,2,1,3,3,1,3,445.0,1,0.0,479.0,924.0,1,5,1,5,1216,941,0,2157,0.0,0.0,2,1,4,1,3,8,7,2,4,1,1966,3,2.0,487.0,3,3,2,105,66,0,0,0,0,0,4,1,0,5,2006,9,4,226000
60,4,0.0,12224,1,1,0,3,2,0,0,8,2,2,0,5,6,5,2000,2000,1,1,13,14,1,40.0,3,2,2,2,3,1,6,695.0,1,0.0,297.0,992.0,1,5,1,5,1022,1032,0,2054,1.0,0.0,2,1,3,1,3,7,7,1,3,3,2000,2,2.0,390.0,3,3,2,24,48,0,0,0,0,0,0,1,0,7,2009,9,4,244000
20,4,75.0,7388,1,1,3,3,2,0,0,12,2,2,0,2,5,6,1959,2002,1,1,8,8,2,0.0,2,2,1,3,3,1,3,405.0,1,0.0,658.0,1063.0,1,3,1,5,1327,0,0,1327,1.0,0.0,1,0,3,1,3,7,7,0,0,5,1974,1,2.0,624.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2007,9,4,150750
20,4,0.0,6853,1,1,0,3,2,4,0,23,2,2,0,2,8,5,2001,2002,1,1,13,14,1,136.0,3,2,2,4,3,1,6,1005.0,1,0.0,262.0,1267.0,1,5,1,5,1296,0,0,1296,1.0,0.0,2,0,2,1,3,6,7,0,0,1,2001,3,2.0,471.0,3,3,2,192,25,0,0,0,0,0,0,1,0,6,2009,9,4,220000
20,4,78.0,10335,1,1,0,3,2,4,0,19,2,2,0,2,5,6,1968,1993,1,1,10,11,2,0.0,2,2,1,3,3,1,3,570.0,1,0.0,891.0,1461.0,1,3,1,5,1721,0,0,1721,0.0,0.0,2,1,3,1,2,7,6,1,3,1,1968,2,2.0,440.0,3,3,2,0,96,180,0,0,0,0,3,1,0,7,2006,9,4,180000
20,4,80.0,10400,1,1,3,3,2,4,0,14,2,2,0,2,7,6,1970,1970,3,1,10,11,1,288.0,2,2,2,3,3,1,1,0.0,1,0.0,1304.0,1304.0,1,3,1,5,1682,0,0,1682,0.0,0.0,2,0,3,1,2,7,7,1,4,1,1970,1,2.0,530.0,3,3,2,98,0,0,0,0,0,0,3,1,0,5,2008,9,4,174000
20,4,0.0,10355,1,1,0,3,2,0,0,12,2,2,0,2,5,5,1967,1967,1,1,8,8,1,196.0,2,2,1,3,3,1,4,695.0,1,0.0,519.0,1214.0,1,2,1,5,1214,0,0,1214,0.0,0.0,2,0,3,1,2,5,7,1,2,1,1967,2,1.0,318.0,3,3,2,0,111,0,0,0,0,0,0,1,0,7,2007,9,4,143000
90,4,82.0,11070,1,1,3,3,2,4,0,11,2,2,2,2,7,5,1988,1989,1,1,13,14,1,70.0,2,2,1,3,3,1,1,0.0,1,0.0,1907.0,1907.0,1,3,1,5,1959,0,0,1959,0.0,0.0,3,0,5,2,2,9,7,0,0,0,1989,1,3.0,766.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2006,9,3,171000
60,4,73.0,9066,1,1,0,3,2,4,0,5,2,2,0,5,8,5,1999,2000,1,1,13,14,1,320.0,3,2,2,2,3,2,6,668.0,1,0.0,336.0,1004.0,1,5,1,5,1004,848,0,1852,0.0,0.0,2,1,3,1,3,7,7,2,3,1,1999,3,3.0,660.0,3,3,2,224,106,0,0,0,0,0,4,1,0,12,2008,9,4,230000
