MSSubClass,BldgType,Heating,Exterior2nd,Street,MSZoning,CentralAir,RoofMatl,Condition1,Exterior1st,MasVnrType,SaleType,LandContour,GarageType,Condition2,LotConfig,LandSlope,RoofStyle,SaleCondition,LotShape,MiscFeature,Neighborhood,HouseStyle,Alley,Foundation,MSSubClass,BldgType,Heating,Exterior2nd,Street,MSZoning,CentralAir,RoofMatl,Condition1,Exterior1st,MasVnrType,SaleType,LandContour,GarageType,Condition2,LotConfig,LandSlope,RoofStyle,SaleCondition,LotShape,MiscFeature,Neighborhood,HouseStyle,Alley,Foundation
160,TwnhsE,GasA,VinylSd,Pave,FV,Y,CompShg,Norm,VinylSd,Stone,New,Lvl,Detchd,Norm,Corner,Gtl,Gable,Partial,Reg,None,Somerst,2Story,Pave,PConc,160,4,1,14,1,1,1,1,2,13,3,6,3,5,2,0,0,1,5,3,1,21,5,2,2
50,1Fam,GasA,Plywood,Pave,C (all),N,CompShg,Feedr,Plywood,None,ConLD,Lvl,None,Feedr,Corner,Gtl,Hip,Abnorml,IR1,None,IDOTRR,1.5Fin,None,CBlock,50,0,1,11,1,0,0,1,1,10,2,3,3,6,1,0,0,3,0,0,1,9,0,1,1
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,None,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,9,3,6,2,4,0,1,4,3,1,5,2,1,2
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,BrkFace,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NAmes,1Story,None,Slab,20,0,1,15,1,4,1,1,2,3,2,9,3,5,2,4,0,1,4,3,1,12,2,1,3
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkCmn,WD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Abnorml,Reg,None,NAmes,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,0,9,3,1,2,4,0,3,0,3,1,12,2,1,1
30,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,None,WD,HLS,Detchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Crawfor,1Story,Grvl,BrkTil,30,0,1,15,1,4,1,1,2,14,2,9,1,5,2,4,0,1,4,0,1,6,2,0,0
190,2fmCon,GasW,MetalSd,Pave,C (all),N,CompShg,Norm,MetalSd,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Hip,Normal,Reg,None,OldTown,2.5Unf,None,BrkTil,190,1,2,8,1,0,0,1,2,8,2,9,3,5,2,0,0,3,4,3,1,17,4,1,0
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,0,1,5,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,BuiltIn,Norm,Corner,Gtl,Gable,Normal,IR2,Shed,Gilbert,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,3,2,0,0,1,4,1,3,8,5,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,0,1,5,2,1,2
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,HLS,Attchd,Norm,Inside,Gtl,Hip,Normal,Reg,None,Edwards,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,1,9,1,1,2,4,0,3,4,3,1,7,2,1,1
30,1Fam,GasA,Wd Sdng,Pave,RL,N,CompShg,Norm,Wd Sdng,None,COD,Lvl,Basment,Norm,Corner,Gtl,Gable,Abnorml,Reg,Shed,Edwards,1Story,None,BrkTil,30,0,1,15,1,4,0,1,2,14,2,0,3,2,2,0,0,1,0,3,3,7,2,1,0
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,None,WD,Lvl,None,Norm,Inside,Gtl,Gable,Normal,IR1,Shed,NAmes,1Story,None,CBlock,20,0,1,11,1,4,1,1,2,10,2,9,3,6,2,4,0,1,4,0,3,12,2,1,1
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,NWAmes,1Story,None,PConc,20,0,1,11,1,4,1,1,2,10,1,9,3,1,2,4,0,1,4,0,1,14,2,1,2
60,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,SawyerW,2Story,None,CBlock,60,0,1,6,1,4,1,1,2,6,1,9,3,1,2,4,0,1,4,3,1,20,5,1,1
90,Duplex,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,Bnk,Attchd,Norm,Inside,Gtl,Gable,Alloca,Reg,None,SawyerW,1Story,None,Slab,90,2,1,6,1,4,1,1,2,6,2,9,0,1,2,4,0,1,2,3,1,20,2,1,3
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,IR1,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,9,3,1,2,0,0,1,4,0,1,5,2,1,2
50,1Fam,GasA,Stucco,Pave,RM,Y,CompShg,Norm,Stucco,BrkFace,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,IDOTRR,1.5Fin,None,PConc,50,0,1,13,1,5,1,1,2,12,1,9,3,5,2,0,0,1,4,3,1,9,0,1,2
60,1Fam,GasA,VinylSd,Pave,FV,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,Reg,None,Somerst,2Story,None,PConc,60,0,1,14,1,1,1,1,2,13,1,9,3,1,2,4,0,3,4,3,1,21,5,1,2
30,1Fam,GasA,VinylSd,Pave,RM,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Mansard,Normal,Reg,Shed,OldTown,1Story,Grvl,BrkTil,30,0,1,14,1,5,1,1,2,13,2,9,3,5,2,4,0,4,4,3,3,17,2,0,0
20,1Fam,GasA,VinylSd,Pave,RM,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Partial,Reg,None,OldTown,1Story,None,CBlock,20,0,1,14,1,5,1,1,2,13,2,9,3,5,2,4,0,1,5,3,1,17,2,1,1
50,1Fam,GasW,CmentBd,Pave,RM,N,CompShg,Artery,CemntBd,None,WD,Lvl,None,Norm,Corner,Gtl,Gable,Normal,Reg,None,IDOTRR,1.5Fin,None,CBlock,50,0,2,5,1,5,0,1,0,5,2,9,3,6,2,0,0,1,4,3,1,9,0,1,1
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,BrkFace,COD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,IR1,None,NWAmes,1Story,None,CBlock,20,0,1,11,1,4,1,1,2,10,1,0,3,1,2,4,0,3,4,0,1,14,2,1,1
50,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,1.5Fin,None,CBlock,50,0,1,15,1,4,1,1,2,14,2,9,3,1,2,4,0,1,4,3,1,7,0,1,1
80,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,BuiltIn,Norm,Inside,Gtl,Gable,Normal,IR1,None,Gilbert,SLvl,None,PConc,80,0,1,14,1,4,1,1,2,13,2,9,3,3,2,4,0,1,4,0,1,8,7,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,Stone,New,Lvl,BuiltIn,Norm,Inside,Gtl,Gable,Partial,Reg,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,3,6,3,3,2,4,0,1,5,3,1,5,5,1,2
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,BrkFace,COD,Bnk,Basment,Norm,Corner,Gtl,Hip,Abnorml,Reg,None,Crawfor,1Story,None,CBlock,20,0,1,15,1,4,1,1,2,14,1,0,0,2,2,0,0,3,0,3,1,6,2,1,1
70,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,None,WD,Lvl,Detchd,Norm,Inside,Mod,Gambrel,Normal,IR1,None,Crawfor,2Story,None,CBlock,70,0,1,15,1,4,1,1,2,14,2,9,3,5,2,4,1,2,4,0,1,6,5,1,1
160,TwnhsE,GasA,MetalSd,Pave,FV,Y,CompShg,Norm,MetalSd,BrkFace,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,Somerst,2Story,Pave,PConc,160,4,1,8,1,1,1,1,2,8,1,9,3,5,2,0,0,1,4,3,1,21,5,2,2
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Sawyer,1Story,None,CBlock,20,0,1,15,1,4,1,1,2,14,1,9,3,1,2,4,0,1,4,3,1,19,2,1,1
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,New,Lvl,Attchd,Norm,Corner,Gtl,Gable,Partial,Reg,None,Edwards,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,6,3,1,2,0,0,1,5,3,1,7,2,1,2
60,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,None,WD,Lvl,Attchd,Norm,Corner,Gtl,Hip,Normal,Reg,None,SawyerW,2Story,None,PConc,60,0,1,11,1,4,1,1,2,10,2,9,3,1,2,0,0,3,4,3,1,20,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,New,Lvl,Attchd,Norm,Inside,Gtl,Gable,Partial,Reg,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,6,3,1,2,4,0,1,5,3,1,5,5,1,2
80,1Fam,GasA,Plywood,Pave,RL,Y,Metal,Norm,Plywood,None,WD,Low,Attchd,Norm,CulDSac,Sev,Flat,Normal,IR1,None,ClearCr,SLvl,None,CBlock,80,0,1,11,1,4,1,3,2,10,2,9,2,1,2,1,2,0,4,0,1,4,7,1,1
50,1Fam,GasA,AsbShng,Pave,RM,Y,CompShg,Norm,AsbShng,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,IDOTRR,1.5Fin,None,PConc,50,0,1,0,1,5,1,1,2,0,2,9,3,5,2,4,0,1,4,3,1,9,0,1,2
20,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,BrkFace,WD,Lvl,Attchd,Norm,Corner,Gtl,Hip,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,8,1,4,1,1,2,8,1,9,3,1,2,0,0,3,4,3,1,12,2,1,1
120,TwnhsE,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,SawyerW,1Story,None,PConc,120,4,1,11,1,4,1,1,2,10,2,9,3,1,2,4,0,1,4,3,1,20,2,1,2
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,Lvl,Attchd,Norm,CulDSac,Gtl,Gable,Normal,IR1,None,NWAmes,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,2,9,3,1,2,1,0,1,4,0,1,14,2,1,1
190,2fmCon,GasA,Wd Sdng,Pave,RM,N,CompShg,Norm,Wd Sdng,None,WD,Lvl,None,Norm,Inside,Gtl,Gable,Normal,Reg,None,IDOTRR,1.5Fin,None,CBlock,190,1,1,15,1,5,0,1,2,14,2,9,3,6,2,4,0,1,4,3,1,9,0,1,1
120,TwnhsE,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,NPkVill,1Story,None,CBlock,120,4,1,11,1,4,1,1,2,10,2,9,3,1,2,4,0,1,4,0,1,13,2,1,1
45,1Fam,GasA,Wd Sdng,Pave,RM,Y,CompShg,Feedr,WdShing,None,WD,Bnk,None,Norm,Inside,Gtl,Gable,Normal,IR1,None,OldTown,1.5Unf,None,BrkTil,45,0,1,15,1,5,1,1,1,15,2,9,0,6,2,4,0,1,4,0,1,17,1,1,0
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,PosN,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NAmes,2Story,None,CBlock,60,0,1,14,1,4,1,1,4,13,1,9,3,1,2,4,0,1,4,3,1,12,5,1,1
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,BrkFace,WD,Lvl,2Types,Norm,Inside,Gtl,Gable,Abnorml,Reg,None,NAmes,1Story,None,CBlock,20,0,1,11,1,4,1,1,2,10,1,9,3,0,2,4,0,1,0,3,1,12,2,1,1
60,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,BrkFace,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,NAmes,2Story,None,CBlock,60,0,1,8,1,4,1,1,2,8,1,9,3,1,2,0,0,1,4,3,1,12,5,1,1
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,BuiltIn,Norm,Corner,Gtl,Gable,Normal,IR1,None,Gilbert,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,3,2,0,0,1,4,0,1,8,5,1,2
20,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,8,1,4,1,1,2,8,2,9,3,5,2,0,0,1,4,3,1,12,2,1,1
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Timber,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,0,1,23,2,1,2
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Sawyer,1Story,None,CBlock,20,0,1,11,1,4,1,1,2,10,2,9,3,1,2,4,0,1,4,0,1,19,2,1,1
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,Reg,None,NWAmes,1Story,None,PConc,20,0,1,11,1,4,1,1,2,10,1,9,3,1,2,4,0,3,4,3,1,14,2,1,2
20,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,BrkFace,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,IR1,None,NAmes,1Story,None,CBlock,20,0,1,8,1,4,1,1,2,8,1,9,3,1,2,0,0,1,4,0,1,12,2,1,1
90,Duplex,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,2Types,Norm,Inside,Gtl,Gable,Family,Reg,None,Mitchel,1Story,None,CBlock,90,2,1,14,1,4,1,1,2,13,1,9,3,0,2,4,0,1,3,3,1,11,2,1,1
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,0,1,5,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,0,1,5,5,1,2
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,ConLI,Lvl,None,Norm,FR2,Gtl,Gable,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,2,4,3,6,2,2,0,1,4,3,1,12,2,1,1
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,3,1,5,2,1,2
50,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Artery,BrkFace,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,NAmes,1.5Fin,None,CBlock,50,0,1,15,1,4,1,1,0,3,2,9,3,5,2,0,0,1,4,3,1,12,0,1,1
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,CollgCr,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,0,1,5,2,1,2
90,Duplex,GasA,HdBoard,Pave,RM,Y,CompShg,RRAe,HdBoard,BrkFace,ConLI,Lvl,Detchd,Norm,Inside,Gtl,Gable,Abnorml,Reg,None,Sawyer,1Story,None,CBlock,90,2,1,6,1,5,1,1,5,6,1,4,3,5,2,4,0,1,0,3,1,19,2,1,1
160,Twnhs,GasA,VinylSd,Pave,RM,Y,CompShg,Norm,VinylSd,Stone,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,2Story,None,PConc,160,3,1,14,1,5,1,1,2,13,3,9,3,5,2,4,0,1,4,3,1,7,5,1,2
30,1Fam,GasA,Wd Sdng,Pave,RM,Y,CompShg,Norm,Wd Sdng,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,BrkSide,1Story,None,BrkTil,30,0,1,15,1,5,1,1,2,14,2,9,3,5,2,0,0,1,4,3,1,3,2,1,0
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,BuiltIn,Norm,CulDSac,Gtl,Gable,Normal,IR1,None,Gilbert,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,3,2,1,0,1,4,0,1,8,5,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,None,Norm,Inside,Gtl,Gable,Normal,Reg,None,SawyerW,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,1,9,3,6,2,4,0,1,4,3,1,20,2,1,2
50,1Fam,GasA,MetalSd,Pave,RM,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,BrkSide,1.5Fin,None,BrkTil,50,0,1,8,1,5,1,1,2,8,2,9,3,5,2,4,0,1,4,3,1,3,0,1,0
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,CollgCr,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,2,9,3,1,2,0,0,1,4,3,1,5,2,1,1
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,Stone,New,Lvl,Attchd,Norm,Inside,Gtl,Hip,Partial,Reg,None,NridgHt,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,3,6,3,1,2,4,0,3,5,3,1,16,2,1,2
60,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Attchd,Norm,CulDSac,Gtl,Gable,Normal,IR1,None,NWAmes,2Story,None,CBlock,60,0,1,6,1,4,1,1,2,6,1,9,3,1,2,1,0,1,4,0,1,14,5,1,1
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,BrkFace,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Flat,Normal,Reg,None,ClearCr,1Story,None,CBlock,20,0,1,11,1,4,1,1,2,3,2,9,3,1,2,4,0,0,4,3,1,4,2,1,1
30,1Fam,GasA,Wd Sdng,Pave,RM,Y,CompShg,Norm,Wd Sdng,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Family,Reg,None,OldTown,1Story,None,BrkTil,30,0,1,15,1,5,1,1,2,14,2,9,3,5,2,0,0,1,3,3,1,17,2,1,0
50,1Fam,Grav,Wd Sdng,Pave,RL,N,CompShg,Artery,Wd Sdng,None,WD,Lvl,None,Norm,Corner,Gtl,Gable,Normal,Reg,None,Edwards,1.5Fin,None,BrkTil,50,0,3,15,1,4,0,1,0,14,2,9,3,6,2,0,0,1,4,3,1,7,0,1,0
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Hip,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,15,1,4,1,1,2,14,2,9,3,5,2,4,0,3,4,3,1,12,2,1,1
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,New,Lvl,BuiltIn,Norm,Corner,Gtl,Gable,Partial,Reg,None,Timber,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,6,3,3,2,0,0,1,5,3,1,23,5,1,2
60,1Fam,GasA,VinylSd,Pave,FV,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,Somerst,2Story,None,PConc,60,0,1,14,1,1,1,1,2,13,2,9,3,1,2,0,0,1,4,3,1,21,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,New,HLS,Attchd,Norm,Corner,Gtl,Gable,Partial,IR1,None,Gilbert,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,6,1,1,2,0,0,1,5,0,1,8,5,1,2
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,None,WD,Lvl,Attchd,Norm,CulDSac,Gtl,Gable,Normal,IR1,None,Veenker,1Story,None,PConc,20,0,1,11,1,4,1,1,2,10,2,9,3,1,2,1,0,1,4,0,1,24,2,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,BuiltIn,Norm,Inside,Gtl,Gable,Normal,IR1,None,NridgHt,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,3,2,4,0,1,4,0,1,16,5,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,New,Lvl,Attchd,Norm,Corner,Gtl,Gable,Partial,Reg,None,NridgHt,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,1,6,3,1,2,0,0,1,5,3,1,16,2,1,2
45,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,WD,Lvl,None,Norm,Inside,Gtl,Gable,Normal,Reg,None,OldTown,1.5Unf,None,CBlock,45,0,1,8,1,4,1,1,2,8,2,9,3,6,2,4,0,1,4,3,1,17,1,1,1
40,1Fam,GasA,MetalSd,Pave,RM,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,OldTown,1Story,Pave,BrkTil,40,0,1,8,1,5,1,1,2,8,2,9,3,5,2,0,0,1,4,3,1,17,2,2,0
190,2fmCon,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,None,WD,Lvl,None,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,1.5Fin,None,BrkTil,190,1,1,15,1,4,1,1,2,14,2,9,3,6,2,4,0,1,4,3,1,7,0,1,0
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,None,COD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,IR1,None,ClearCr,1Story,None,CBlock,20,0,1,15,1,4,1,1,2,14,2,0,3,1,2,4,0,3,4,0,1,4,2,1,1
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,Stone,New,Lvl,Attchd,Norm,Inside,Gtl,Gable,Partial,Reg,None,NridgHt,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,3,6,3,1,2,4,0,1,5,3,1,16,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Gilbert,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,0,1,8,5,1,2
20,1Fam,GasA,Plywood,Pave,RL,Y,WdShake,Norm,Plywood,BrkFace,WD,Lvl,Attchd,Norm,Corner,Gtl,Hip,Normal,IR1,None,Timber,1Story,None,CBlock,20,0,1,11,1,4,1,6,2,10,1,9,3,1,2,0,0,3,4,0,1,23,2,1,1
50,1Fam,GasA,MetalSd,Pave,RM,Y,CompShg,Feedr,MetalSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,OldTown,1.5Fin,None,CBlock,50,0,1,8,1,5,1,1,1,8,2,9,3,5,2,4,0,1,4,0,1,17,0,1,1
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,BrkFace,Stone,WD,Lvl,Attchd,Norm,Corner,Gtl,Hip,Normal,IR1,None,NAmes,1Story,None,CBlock,20,0,1,11,1,4,1,1,2,3,3,9,3,1,2,0,0,3,4,0,1,12,2,1,1
160,TwnhsE,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,StoneBr,2Story,None,PConc,160,4,1,6,1,4,1,1,2,6,2,9,3,1,2,4,0,1,4,0,1,22,5,1,2
20,1Fam,GasA,Wd Shng,Pave,RL,Y,CompShg,Norm,WdShing,BrkCmn,COD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,NAmes,1Story,None,CBlock,20,0,1,16,1,4,1,1,2,15,0,0,3,1,2,4,0,1,4,0,1,12,2,1,1
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,VinylSd,Stone,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Timber,1Story,None,CBlock,20,0,1,11,1,4,1,1,2,13,3,9,3,1,2,4,0,1,4,0,1,23,2,1,1
20,1Fam,GasA,Wd Shng,Pave,RL,Y,CompShg,Norm,WdShing,None,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,Edwards,1Story,None,CBlock,20,0,1,16,1,4,1,1,2,15,2,9,3,1,2,0,0,1,4,3,1,7,2,1,1
